img_id,status,cx,cy,r_inner,r_outer
542626,success,206,212,97,140
542627,success,188,110,46,172
542628,success,196,182,45,155
542629,success,201,215,94,137
542631,success,207,223,78,178
542632,success,202,184,80,175
542699,success,110,134,39,116
542709,success,256,249,109,209
542871,success,173,153,62,126
542876,success,196,207,99,171
542881,success,285,178,45,169
542954,success,555,667,264,552
542968,success,540,417,257,426
543293,success,296,331,144,232
543321,success,269,314,152,223
543323,success,298,324,154,211
543324,success,295,372,99,280
543326,success,180,304,75,279
543327,success,256,297,136,266
543329,success,162,272,67,203
543338,success,196,86,51,148
543404,success,267,279,118,149
543405,success,139,251,91,146
543406,success,142,248,85,160
543407,success,253,267,123,222
543411,success,149,290,69,159
543412,success,266,271,121,160
543417,success,131,260,50,144
543507,success,167,129,70,97
543508,success,180,140,59,99
543510,success,209,138,53,117
543521,success,209,229,73,168
543522,success,211,218,103,198
543523,success,210,229,106,189
543526,success,133,127,53,106
543527,success,129,148,69,94
543528,success,231,224,120,190
543529,success,232,242,126,209
543531,success,167,191,69,141
543581,success,173,182,88,141
543582,success,145,188,63,118
543583,success,144,138,39,112
543584,success,166,179,90,118
543586,success,162,181,85,143
543588,success,167,178,87,116
543594,success,138,83,75,140
543597,success,109,180,41,148
543619,success,192,181,107,150
543647,success,178,142,49,95
543649,success,165,145,49,124
543650,success,165,152,72,127
543651,success,159,158,74,102
543652,success,219,162,48,123
543653,success,191,178,58,95
543654,success,183,153,67,109
543655,success,161,129,36,130
543656,success,180,168,38,88
543657,success,196,185,98,168
543660,success,204,172,98,172
543662,success,175,154,79,107
543664,success,166,145,74,124
543665,success,182,147,53,115
543666,success,168,143,73,134
543668,success,218,235,91,149
543669,success,219,186,96,123
543670,success,235,184,92,163
543712,success,214,120,56,129
543719,success,209,102,76,110
543725,success,191,164,34,93
543730,success,157,144,62,132
543731,success,165,143,72,104
543732,success,173,179,53,99
543733,success,172,164,53,101
543749,success,191,138,48,113
543753,success,193,117,37,100
543757,success,154,169,52,119
543758,success,194,148,76,114
543759,success,174,151,72,112
543760,success,164,155,72,94
543769,success,183,145,74,98
543786,success,167,135,74,122
543796,success,167,195,56,111
543802,success,167,135,68,120
543803,success,163,135,64,122
543804,success,195,102,55,102
543805,success,179,139,72,98
543806,success,185,141,31,120
543807,success,214,106,42,109
543808,success,203,98,47,100
543860,success,195,135,35,119
543912,success,123,194,36,93
543913,success,112,164,43,106
543922,success,111,82,61,122
543943,success,212,221,117,174
543944,success,224,248,122,192
543968,success,222,236,86,186
543984,success,108,92,54,91
543992,success,486,357,215,340
543993,success,212,163,34,123
543996,success,186,195,51,99
544110,success,116,134,56,110
544120,success,169,161,104,176
544121,success,180,158,66,211
544175,success,104,112,35,78
544187,success,676,451,147,418
544194,success,204,253,105,192
544245,success,423,358,174,276
544484,success,148,166,61,103
544486,success,158,178,67,101
544555,success,195,235,119,181
544564,success,170,199,92,121
544634,success,106,206,54,117
544635,success,181,177,66,108
544673,success,106,193,66,121
544680,success,269,170,61,115
544682,success,204,145,41,94
544684,success,171,182,92,125
544733,success,144,168,80,110
544840,success,154,190,58,130
544842,success,219,230,57,181
544849,success,156,188,69,150
544871,success,116,134,46,101
544916,success,215,206,113,163
544917,success,226,250,87,193
544920,success,21,35,13,27
544925,success,227,255,125,236
545087,success,213,135,32,117
545088,success,197,127,53,95
545089,success,219,152,37,127
545092,success,164,139,76,104
545093,success,167,141,51,101
545094,success,143,151,77,107
545095,success,164,140,71,106
545102,success,208,147,39,99
545211,success,150,174,82,113
545212,success,153,166,80,100
545213,success,156,172,82,107
545214,success,159,158,67,130
545215,success,136,148,71,120
545231,success,199,191,101,166
545389,success,211,187,77,176
545424,success,142,158,79,110
545432,success,378,439,193,254
545433,success,496,389,78,266
545434,success,403,345,190,299
545435,success,339,395,178,227
545436,success,530,366,183,247
545476,success,338,360,183,268
545479,success,543,490,279,483
545480,success,434,324,188,310
545494,success,372,397,177,273
545541,success,168,146,76,102
545542,success,174,154,72,98
545547,success,412,397,202,308
545570,success,367,348,172,332
545637,success,146,165,57,121
545650,success,262,213,97,132
545715,success,207,239,127,163
545788,success,188,337,125,300
545842,success,565,348,94,239
545843,success,389,372,186,307
545883,success,466,164,110,202
545888,success,157,193,71,126
545889,success,123,163,40,143
546042,success,172,177,87,147
546043,success,176,147,66,135
546187,success,136,134,32,115
546192,success,141,142,52,105
546195,success,142,123,30,91
546197,success,150,130,33,133
546200,success,145,125,37,86
546203,success,137,87,53,88
546204,success,147,151,52,132
546205,success,135,126,47,85
546207,success,124,131,45,102
546208,success,132,140,47,93
546210,success,133,137,31,110
546249,success,146,134,42,97
546250,success,170,126,42,112
546251,success,140,137,39,119
546258,success,164,142,63,123
546259,success,135,138,43,104
546260,success,129,134,30,103
546261,success,125,137,44,101
546262,success,132,141,31,129
546263,success,127,124,44,111
546314,success,101,104,59,90
546315,success,138,130,32,115
546319,success,148,149,49,126
546320,success,138,140,43,122
546321,success,128,128,29,101
546324,success,130,132,33,100
546327,success,150,137,41,96
546471,success,232,159,42,116
546475,success,232,105,70,100
546511,success,568,339,279,353
546512,success,565,565,284,526
546513,success,394,836,245,362
546515,success,481,491,267,468
546516,success,576,587,191,490
546538,success,102,127,33,102
546539,success,148,130,31,101
546540,success,152,133,50,114
546541,success,125,143,51,130
546542,success,168,114,65,103
546543,success,135,136,40,123
546544,success,135,136,42,122
546545,success,143,136,36,103
546547,success,144,156,52,125
546548,success,160,110,46,122
546549,success,151,126,54,81
546550,success,133,136,31,123
546551,success,92,114,42,102
546552,success,142,139,38,101
546553,success,133,128,28,127
546554,success,122,84,41,99
546555,success,133,117,28,116
546556,success,136,109,37,105
546557,success,134,131,63,118
546558,success,152,88,28,82
546561,success,45,65,44,71
546563,success,113,54,38,90
546565,success,106,104,55,82
546576,success,170,147,62,100
546577,success,135,138,30,127
546735,success,118,255,65,155
546738,success,259,230,111,165
547068,success,193,187,100,152
547127,success,151,122,34,99
547224,success,182,115,25,72
547379,success,232,253,123,222
547386,success,377,259,80,163
547387,success,299,197,61,195
547388,success,389,260,98,238
547401,success,239,264,116,218
547403,success,251,282,128,228
547406,success,145,276,68,167
547420,success,337,139,129,176
547508,success,189,202,73,175
547563,success,488,550,167,519
547564,success,389,581,137,420
547574,success,474,686,147,494
54763,success,97,240,51,95
547703,success,307,141,119,258
547705,success,294,179,125,273
547713,success,257,183,110,200
547871,success,288,127,82,138
547935,success,357,146,103,242
548200,success,129,158,79,110
548202,success,139,108,36,104
548209,success,279,187,126,200
548210,success,355,261,136,217
548219,success,146,243,92,173
548315,success,161,98,71,176
548316,success,129,110,54,135
548428,success,214,225,103,183
548502,success,172,93,28,81
548503,success,169,102,35,88
548505,success,201,49,47,82
548506,success,180,114,60,88
548507,success,236,180,49,145
548510,success,180,95,34,89
548512,success,199,61,45,77
548515,success,170,96,29,81
548518,success,212,126,36,100
548519,success,160,84,27,86
548532,success,188,182,108,150
548533,success,108,83,84,153
548534,success,142,128,70,111
548535,success,96,99,84,167
548536,success,182,261,60,169
548676,success,212,101,61,112
548689,success,171,171,71,140
548708,success,168,66,62,143
54880,success,56,55,47,89
548901,success,388,162,106,208
548902,success,235,242,118,278
54892,success,62,60,52,87
548955,success,86,93,49,63
548963,success,169,168,77,119
548964,success,234,153,41,97
548968,success,217,204,36,107
548971,success,126,235,66,141
548972,success,214,159,39,103
549020,success,198,92,49,94
549021,success,195,100,50,86
54912,success,129,180,76,137
54918,success,96,120,35,92
54925,success,120,81,34,93
549317,success,162,164,34,84
549325,success,92,100,46,93
549326,success,109,106,40,100
549327,success,102,115,26,71
549328,success,294,213,70,170
549329,success,289,223,74,164
549331,success,112,235,75,136
549335,success,120,166,50,167
549382,success,100,110,47,66
549385,success,102,88,55,84
549393,success,110,81,24,79
549394,success,100,109,49,70
549484,success,162,371,112,192
549485,success,151,195,128,225
54951,success,179,192,86,109
549517,success,98,98,43,80
549531,success,386,349,165,226
549534,success,95,112,50,82
549536,success,130,91,36,90
549545,success,69,65,58,115
549560,success,231,266,75,168
549561,success,240,211,112,188
549576,success,194,200,70,189
549577,success,180,215,77,131
549578,success,152,209,70,189
549579,success,196,206,65,152
549580,success,211,194,63,165
549581,success,191,206,80,139
549582,success,202,217,70,182
549584,success,207,219,67,170
549585,success,209,213,72,159
549586,success,208,212,63,183
549587,success,199,278,69,206
549588,success,207,211,62,169
549627,success,112,121,57,105
549634,success,116,127,42,87
549636,success,104,121,58,77
549640,success,96,86,35,107
549642,success,155,84,50,136
549643,success,82,108,25,99
549648,success,120,118,61,96
549649,success,102,109,50,90
549650,success,66,106,22,65
549651,success,124,128,57,83
549652,success,162,109,42,88
549840,success,275,259,76,139
549841,success,278,299,50,153
549846,success,200,190,71,106
549847,success,138,182,84,116
549848,success,333,401,176,274
549849,success,304,389,173,282
549852,success,149,172,76,93
549853,success,109,247,52,127
549854,success,261,112,91,130
549887,success,133,157,83,159
549895,success,268,298,124,184
549901,success,140,115,57,77
549902,success,144,126,68,118
550117,success,64,90,58,103
550138,success,196,202,93,130
550139,success,227,213,102,166
550142,success,136,105,43,130
550190,success,238,184,97,175
55021,success,164,137,84,154
550210,success,418,406,199,320
550268,success,794,864,155,414
550272,success,99,154,43,156
550273,success,85,168,47,150
550276,success,194,181,61,109
550278,success,192,165,65,110
550279,success,86,123,54,148
550390,success,169,175,82,113
550432,success,164,180,92,129
550482,success,102,120,46,79
550483,success,106,45,27,69
550487,success,210,68,40,109
550491,success,108,114,53,66
550492,success,196,125,31,103
550493,success,203,70,54,95
550494,success,90,144,46,117
550499,success,138,149,45,121
550627,success,116,112,53,88
550646,success,173,115,38,115
550872,success,108,82,52,106
550879,success,160,66,59,152
550882,success,150,251,48,119
550884,success,156,175,86,173
550885,success,125,182,83,154
550958,success,144,166,78,134
550959,success,271,378,108,348
550963,success,147,371,126,269
550964,success,321,287,77,253
550975,success,114,194,85,106
550976,success,71,123,43,108
550977,success,77,128,52,134
550978,success,152,187,86,118
550979,success,266,332,157,237
550981,success,315,303,143,300
550982,success,192,337,89,266
550983,success,318,398,172,303
550984,success,157,159,81,151
550985,success,442,462,170,218
550995,success,342,396,160,219
551060,success,192,259,120,174
551061,success,141,150,58,119
551062,success,96,96,55,105
551063,success,94,165,44,126
551064,success,84,174,52,131
551065,success,338,312,174,249
551066,success,273,357,170,266
551067,success,315,505,118,297
551068,success,603,1349,347,548
551069,success,110,100,67,113
551071,success,321,287,77,253
551074,success,277,183,90,117
551118,success,60,154,42,103
551119,success,96,186,54,103
551197,success,203,193,90,144
551198,success,284,157,64,149
551199,success,222,153,95,152
551333,success,451,379,110,225
551349,success,351,410,169,217
551497,success,204,418,80,186
551498,success,95,94,76,111
551499,success,282,314,146,278
551500,success,101,121,80,103
551575,success,320,320,99,153
551602,success,169,168,74,148
551664,success,583,420,129,263
551677,success,108,114,46,109
551689,success,215,134,64,100
551693,success,180,122,59,88
551694,success,183,105,39,97
551706,success,388,414,183,278
551825,success,94,266,39,94
551830,success,85,267,37,100
551874,success,180,236,83,133
551875,success,143,299,89,143
551876,success,173,262,93,161
551877,success,141,230,69,178
551984,success,106,161,62,158
55202,success,191,168,82,133
552074,success,302,117,51,136
552193,success,773,740,139,364
55224,success,142,171,76,104
552387,success,106,169,36,102
552403,success,74,130,47,80
552583,success,196,208,81,166
552585,success,69,48,48,84
552591,success,66,52,46,81
552593,success,70,114,36,73
55275,success,90,136,32,63
55305,success,175,225,88,231
55311,success,193,189,119,222
55312,success,461,192,124,268
553249,success,88,112,61,122
553255,success,91,177,36,114
553302,success,61,46,47,84
553446,success,171,193,120,218
553447,success,82,74,33,100
553452,success,52,60,45,81
553514,success,128,112,61,102
553516,success,152,128,50,80
553522,success,113,129,44,119
553586,success,84,120,27,79
553587,success,114,201,61,147
553606,success,84,159,34,88
553652,success,102,208,92,114
553680,success,208,140,60,107
553845,success,439,290,99,250
553850,success,138,208,44,154
553910,success,120,124,32,116
55395,success,512,252,91,239
554032,success,475,293,69,241
55404,success,248,203,130,186
554078,success,119,136,65,95
554079,success,200,148,50,94
554080,success,171,149,29,95
554081,success,102,150,71,93
554082,success,122,102,66,89
554083,success,144,83,55,90
554084,success,200,133,43,106
554085,success,160,160,51,100
554086,success,153,155,42,130
554087,success,144,153,38,135
554088,success,211,169,65,116
554089,success,146,142,46,123
554095,success,138,126,54,118
554104,success,137,166,56,152
554132,success,148,109,30,80
554133,success,143,120,27,77
554134,success,146,101,24,87
554135,success,148,118,38,87
554136,success,136,86,27,68
554137,success,102,127,41,66
554138,success,160,110,36,70
554139,success,148,96,33,77
554140,success,140,100,23,87
554141,success,92,110,51,71
554142,success,154,106,25,71
554143,success,164,110,39,86
554144,success,155,110,27,77
554145,success,152,82,29,78
554146,success,108,102,26,80
554147,success,144,109,29,77
554148,success,101,102,46,92
554149,success,114,104,52,83
554151,success,86,91,30,65
554152,success,91,106,49,76
554153,success,96,102,43,66
554154,success,150,106,36,94
554155,success,99,106,49,81
554156,success,100,109,54,95
554295,success,197,143,36,103
554296,success,103,170,55,93
554312,success,169,264,118,185
554313,success,174,285,82,234
554315,success,153,190,93,123
554318,success,188,189,128,179
554319,success,128,237,110,238
554320,success,146,266,97,225
554321,success,166,288,102,192
554322,success,173,295,69,171
554324,success,182,196,78,118
554326,success,127,97,69,117
554328,success,348,396,195,287
554329,success,176,217,93,135
554330,success,159,191,88,124
554515,success,617,386,152,325
554517,success,353,425,193,244
554518,success,124,102,47,78
554533,success,136,195,75,122
554534,success,150,193,78,131
554575,success,152,191,67,130
554576,success,242,97,39,108
554617,success,76,152,28,77
554623,success,71,82,41,85
554631,success,262,138,48,156
554632,success,215,177,58,121
554741,success,368,234,73,222
554778,success,149,186,84,114
554834,success,122,119,44,107
554836,success,64,88,38,80
554837,success,148,89,59,121
554839,success,92,87,34,92
554840,success,86,93,45,94
554896,success,84,147,46,108
555006,success,150,186,71,122
555032,success,144,177,90,119
555076,success,94,156,35,110
555083,success,86,94,55,122
555143,success,181,257,71,188
555144,success,281,346,160,211
555146,success,282,260,114,245
555147,success,191,371,130,316
555149,success,176,287,73,240
555160,success,165,197,88,112
555163,success,135,168,82,114
555164,success,161,197,89,134
555165,success,330,398,195,257
555180,success,118,159,62,112
555182,success,153,180,89,121
555187,success,150,189,81,124
555188,success,159,198,81,125
555252,success,414,406,185,227
555273,success,798,753,163,386
555274,success,153,227,90,114
555293,success,195,245,107,149
555329,success,159,193,88,128
555436,success,161,190,88,134
555483,success,137,202,90,122
555484,success,194,194,95,145
555497,success,151,157,59,140
555597,success,158,160,69,144
555602,success,177,227,88,167
555609,success,199,185,64,165
555610,success,222,230,64,116
555611,success,82,158,43,157
555612,success,234,173,42,141
555613,success,231,224,85,112
555614,success,174,176,49,159
555615,success,112,175,40,162
555616,success,171,208,82,159
555617,success,198,177,72,129
555618,success,191,178,70,98
555619,success,204,81,61,115
555621,success,237,133,38,114
555622,success,115,125,37,120
555627,success,176,184,64,150
555628,success,162,149,78,150
555629,success,155,153,72,95
555631,success,165,136,57,123
555634,success,179,169,66,100
555635,success,151,83,46,132
555636,success,223,181,72,174
555637,success,71,187,38,122
555638,success,171,171,54,104
555639,success,211,82,47,114
555640,success,232,202,53,117
555642,success,169,185,64,150
555655,success,152,158,75,146
555656,success,174,185,77,108
555657,success,177,186,71,119
555658,success,114,159,71,130
555659,success,155,137,62,118
555660,success,125,165,68,125
555661,success,170,154,76,144
555663,success,185,188,68,115
555681,success,607,420,100,258
555695,success,876,788,208,397
555698,success,138,175,71,113
55572,success,172,185,70,119
555749,success,192,147,56,104
555752,success,130,121,61,117
555844,success,145,158,48,125
555867,success,154,179,88,146
555946,success,353,252,74,203
555949,success,368,236,89,220
555950,success,309,207,68,178
556000,success,163,94,35,74
556002,success,77,108,55,78
556005,success,143,114,61,96
556006,success,175,158,62,80
556007,success,238,95,51,131
556017,success,422,364,168,302
556030,success,131,146,69,90
556031,success,130,142,57,89
55616,success,146,168,79,107
556164,success,98,127,52,82
55618,success,99,99,40,56
55619,success,124,85,32,94
556210,success,187,139,97,162
556211,success,166,170,44,144
556212,success,83,104,41,112
556329,success,105,191,46,166
556406,success,248,271,141,211
556413,success,155,280,86,248
556415,success,153,239,102,242
556416,success,160,278,93,176
556418,success,268,218,142,195
556419,success,244,292,135,183
556420,success,227,274,140,196
556421,success,162,178,104,197
556422,success,168,256,73,226
556423,success,170,201,131,188
556430,success,320,243,132,221
556432,success,168,298,66,207
556434,success,181,253,128,189
55651,success,287,528,188,285
55658,success,58,52,44,84
55659,success,151,90,29,80
55662,success,67,59,52,95
55672,success,79,92,59,138
556815,success,323,387,157,264
556817,success,297,307,148,207
556958,success,302,298,147,239
556959,success,299,327,148,184
556964,success,247,189,50,106
556965,success,186,172,86,107
556967,success,576,562,254,369
557059,success,296,316,152,207
557076,success,126,153,57,106
557108,success,180,214,65,180
557110,success,139,216,77,130
557144,success,207,223,109,161
557237,success,346,150,130,207
557238,success,381,308,74,167
557321,success,110,102,40,91
557369,success,113,70,28,53
557380,success,319,255,104,230
557381,success,379,342,117,315
557382,success,288,236,110,239
557383,success,372,283,60,195
557386,success,288,277,87,174
557387,success,395,406,180,270
557392,success,263,282,138,249
557393,success,335,205,57,169
557394,success,285,263,118,222
557395,success,342,136,103,203
557396,success,302,273,110,201
557397,success,276,254,89,236
557461,success,101,172,37,100
557462,success,225,146,88,170
557463,success,197,201,41,127
557466,success,147,154,74,97
557468,success,98,101,60,112
557478,success,192,80,71,100
557480,success,226,142,50,127
557507,success,120,208,98,158
557521,success,202,192,82,165
557522,success,294,198,73,144
557653,success,234,131,81,137
557660,success,111,243,59,118
557689,success,219,162,33,105
557690,success,97,88,72,101
557692,success,419,252,93,170
557725,success,338,278,145,230
557726,success,111,184,63,123
557732,success,162,165,27,87
557735,success,524,483,242,413
557737,success,89,61,29,66
55778,success,106,106,31,94
557803,success,166,187,83,151
557808,success,116,132,49,172
557809,success,135,187,81,167
557810,success,181,192,61,162
557811,success,165,178,60,145
557813,success,173,182,87,164
557818,success,313,289,153,187
557964,success,122,140,73,95
558008,success,769,839,347,473
558011,success,807,665,304,537
558034,success,193,194,91,185
558115,success,354,440,192,275
558116,success,377,481,202,252
558117,success,273,279,120,173
558121,success,74,124,28,75
558122,success,106,108,58,87
558139,success,155,189,91,119
558175,success,247,251,100,222
558200,success,262,245,77,148
558201,success,270,240,112,151
558207,success,249,122,72,145
558219,success,257,248,113,222
558251,success,228,143,43,108
558353,success,190,206,93,184
558381,success,270,230,53,149
558391,success,137,130,86,130
558394,success,76,94,71,134
558439,success,331,141,61,157
558456,success,162,145,77,129
558542,success,342,428,189,258
558545,success,771,660,130,395
558546,success,680,631,295,404
558547,success,815,741,159,347
558555,success,702,775,318,434
558556,success,730,676,322,502
558566,success,812,694,322,461
558572,success,113,120,62,127
558573,success,117,248,48,115
558574,success,122,112,77,118
558575,success,100,86,50,130
558576,success,111,119,38,122
558577,success,103,111,76,119
558578,success,113,101,69,122
558580,success,82,111,62,110
558598,success,166,187,96,129
558635,success,126,80,56,84
558637,success,137,76,40,95
558638,success,122,137,43,96
558666,success,72,68,16,55
558672,success,338,225,82,172
558676,success,39,142,34,72
558683,success,254,153,50,128
558686,success,67,137,35,84
55869,success,184,111,91,116
558723,success,93,72,26,55
558763,success,436,325,104,273
558766,success,496,322,112,292
558795,success,60,70,36,56
558796,success,58,78,34,49
558802,success,94,60,16,60
558805,success,80,70,25,55
558807,success,86,60,31,53
558808,success,88,70,22,54
558814,success,78,72,28,53
558817,success,78,60,18,61
558819,success,93,57,23,52
558822,success,79,70,25,53
558823,success,89,52,23,58
558826,success,95,54,33,48
558827,success,72,72,32,66
558888,success,96,201,93,154
558956,success,136,180,71,104
558957,success,162,134,74,143
558983,success,738,657,334,521
558986,success,451,347,182,451
558989,success,707,688,334,434
559073,success,121,231,106,170
559169,success,95,53,26,47
559171,success,120,127,31,112
559173,success,102,66,29,52
559174,success,154,136,36,124
559175,success,82,59,23,59
559192,success,154,140,68,105
55948,success,245,207,47,114
55949,success,211,136,40,105
55950,success,144,155,64,92
55951,success,244,190,44,131
55953,success,240,180,47,112
55954,success,204,140,37,112
55955,success,153,154,79,131
55956,success,256,167,51,119
55964,success,246,167,61,121
559649,success,157,202,95,131
559653,success,195,190,93,148
55972,success,213,151,41,109
559728,success,210,144,46,108
559729,success,208,159,36,108
559768,success,135,152,70,117
559813,success,515,443,233,355
559814,success,474,435,197,311
559856,success,516,374,113,265
55988,success,165,186,92,168
559954,success,150,154,68,124
559955,success,157,139,50,99
559956,success,170,130,52,101
559957,success,105,179,55,100
559960,success,83,138,34,90
559961,success,86,138,50,89
559963,success,94,126,51,96
559964,success,92,118,53,89
559966,success,161,154,47,131
56016,success,200,165,90,165
560214,success,120,282,80,147
560215,success,209,233,102,202
560217,success,107,144,60,76
56042,success,100,103,32,85
56048,success,181,301,120,171
56050,success,66,65,49,105
56053,success,69,61,52,104
560541,success,126,127,56,108
560618,success,122,126,58,95
560767,success,182,229,89,144
560798,success,98,240,76,190
560853,success,266,270,99,152
560858,success,226,237,63,213
560859,success,153,54,39,78
560860,success,98,82,27,86
560863,success,110,62,40,73
560864,success,74,150,40,68
560865,success,91,68,48,87
560866,success,70,66,33,81
560871,success,74,88,38,102
560881,success,143,307,108,152
56097,success,216,163,54,107
560987,success,209,116,39,104
560988,success,108,172,46,93
560989,success,89,90,51,96
560990,success,96,92,67,93
560996,success,83,129,43,111
560997,success,116,106,45,84
561004,success,219,174,72,100
561016,success,534,384,164,288
561017,success,279,333,157,245
56103,success,256,170,51,147
561115,success,118,113,54,96
56113,success,241,190,60,110
56117,success,249,188,67,117
561244,success,143,138,72,124
561245,success,132,150,64,89
561246,success,269,233,78,238
561247,success,202,174,101,224
561248,success,472,514,88,262
561299,success,236,247,110,154
561407,success,102,108,50,70
561410,success,90,100,34,87
561416,success,329,333,168,293
561422,success,249,222,122,222
561423,success,345,222,87,178
561424,success,370,255,89,163
561426,success,302,224,111,200
561427,success,282,213,125,215
561429,success,270,281,121,176
561431,success,272,228,105,228
561435,success,282,237,120,236
561541,success,201,186,82,166
561573,success,198,212,94,163
561575,success,112,114,55,90
561778,success,290,275,112,164
561780,success,273,238,119,222
561781,success,271,232,113,197
561782,success,346,268,55,152
561784,success,299,304,104,169
561785,success,320,244,128,226
561786,success,289,251,122,199
561787,success,288,277,87,174
561803,success,1044,916,229,491
561805,success,1044,916,229,491
561822,success,118,115,57,100
561844,success,144,312,78,186
561863,success,109,302,79,202
561865,success,165,305,72,202
561872,success,331,348,139,266
561876,success,106,276,68,173
561884,success,161,369,72,183
561891,success,119,323,72,198
561916,success,130,295,97,218
561931,success,116,174,57,110
562035,success,220,245,130,198
562135,success,111,135,40,108
562147,success,106,113,58,78
562149,success,108,99,57,78
562167,success,159,163,56,129
562213,success,187,188,100,175
562233,success,139,143,52,109
562237,success,152,94,67,100
562239,success,150,151,35,134
562250,success,690,238,174,320
56232,success,356,369,172,220
562357,success,96,110,46,80
562361,success,105,173,38,118
562364,success,715,788,360,510
562369,success,137,129,95,131
562370,success,161,224,93,133
562373,success,123,189,50,165
562385,success,374,136,73,198
562388,success,305,217,107,283
562391,success,366,167,73,230
562397,success,135,176,53,107
562464,success,175,226,79,122
56247,success,206,164,38,105
562576,success,411,278,81,157
56260,success,257,167,44,141
562606,success,223,232,103,187
562722,success,186,159,70,143
562759,success,114,101,48,100
562760,success,116,76,40,80
562762,success,50,124,28,106
562765,success,112,111,62,100
562768,success,191,377,150,294
562769,success,66,106,39,73
562770,success,669,837,345,603
562772,success,666,822,342,616
562773,success,156,84,51,80
562774,success,76,87,29,89
562775,success,173,55,39,81
562798,success,126,126,70,97
562847,success,144,112,62,81
56285,success,144,164,70,100
56289,success,133,174,65,113
562917,success,521,332,227,437
562921,success,605,734,226,421
562922,success,641,698,268,418
562923,success,306,371,235,421
562924,success,285,542,207,501
562925,success,261,489,155,344
562926,success,248,593,135,485
56293,success,161,161,75,137
56296,success,130,155,72,102
562962,success,203,237,115,141
562964,success,208,233,84,200
563004,success,127,37,29,50
563021,success,374,602,424,694
563040,success,197,307,89,270
563092,success,399,402,187,276
563119,success,83,127,42,129
563121,success,86,77,57,90
563126,success,447,356,169,253
563127,success,377,429,183,289
563156,success,57,30,36,68
563230,success,156,166,76,102
563234,success,160,190,77,107
563260,success,127,153,43,112
563396,success,156,158,75,139
563473,success,297,284,82,272
563494,success,160,179,83,142
563676,success,199,143,71,92
563680,success,141,168,74,145
563716,success,93,136,41,133
563717,success,95,155,36,133
563719,success,270,259,61,118
563723,success,318,349,151,206
563783,success,153,83,43,129
563815,success,398,112,73,183
563817,success,225,203,84,223
563820,success,191,392,104,210
563822,success,210,213,75,212
563833,success,82,124,20,63
563840,success,102,129,24,90
563842,success,149,158,53,136
563844,success,116,106,77,109
563847,success,135,160,47,116
563908,success,367,169,86,173
563914,success,419,533,237,333
563934,success,147,133,46,121
563938,success,113,116,60,118
563941,success,90,124,62,96
563944,success,188,91,51,118
563945,success,118,146,47,104
563946,success,177,132,66,84
563952,success,171,112,70,103
563955,success,177,138,69,93
563956,success,88,86,52,114
563957,success,189,177,69,115
563958,success,86,202,68,95
563961,success,92,170,30,89
56404,success,35,41,29,54
564360,success,162,184,91,120
564401,success,390,200,119,167
564446,success,150,167,58,137
564580,success,284,152,83,169
564642,success,156,149,50,134
564643,success,149,159,54,129
564655,success,132,152,55,142
564656,success,674,581,93,266
564672,success,209,249,159,218
564708,success,237,226,116,182
564749,success,156,284,104,180
565109,success,127,155,71,95
565110,success,226,168,37,122
565119,success,181,185,68,96
565120,success,224,116,52,112
565121,success,224,158,61,120
56533,success,90,100,49,97
565364,success,97,111,53,77
565367,success,102,143,38,72
565368,success,111,98,32,114
565369,success,120,88,37,97
565370,success,175,104,31,84
565474,success,275,253,102,158
565475,success,247,224,104,187
565480,success,237,240,116,189
565486,success,290,276,107,160
565490,success,236,255,113,207
565492,success,265,214,114,148
565494,success,245,236,116,174
565497,success,248,245,110,147
565500,success,239,230,113,198
565501,success,257,243,86,200
565503,success,249,224,117,211
565614,success,171,160,42,159
565615,success,146,181,91,127
565901,success,194,114,110,229
565933,success,151,154,30,70
565938,success,159,44,39,73
565942,success,177,45,41,86
566050,success,164,185,81,143
566079,success,192,87,46,112
566090,success,169,175,95,142
566091,success,193,260,33,103
566097,success,206,160,49,111
566145,success,100,88,23,82
566163,success,215,142,67,149
566164,success,230,221,99,130
566166,success,118,196,50,165
566170,success,175,196,74,149
566203,success,149,162,61,95
566279,success,205,250,113,149
566284,success,249,236,109,169
566326,success,145,298,122,201
56645,success,153,157,88,127
566554,success,155,191,87,119
566556,success,148,186,86,127
566559,success,149,178,62,130
566560,success,166,182,87,130
566564,success,175,199,57,179
566573,success,120,198,40,122
566585,success,282,186,101,153
566588,success,52,51,13,44
566603,success,207,213,95,176
566656,success,52,50,15,46
566667,success,185,141,31,98
566770,success,113,72,41,80
566793,success,101,219,45,119
566814,success,96,120,51,78
56700,success,92,96,32,115
567109,success,287,224,54,157
567119,success,79,78,38,73
567148,success,434,211,138,238
567190,success,442,216,166,241
567238,success,155,395,153,327
567239,success,554,269,212,279
567261,success,483,252,83,277
567263,success,420,174,153,236
567277,success,178,243,109,140
567330,success,52,50,15,46
567331,success,52,51,13,44
567422,success,148,195,68,128
567430,success,204,116,45,166
567451,success,126,153,82,161
567459,success,459,255,86,212
567465,success,374,266,92,163
567478,success,161,190,98,155
567479,success,161,189,100,159
567493,success,177,209,103,144
567496,success,180,180,66,133
567498,success,100,198,77,140
567507,success,122,114,48,77
567513,success,310,212,56,182
567531,success,221,178,104,160
567532,success,199,196,100,184
567562,success,248,347,95,303
567595,success,241,231,182,239
567599,success,516,525,189,303
567600,success,294,138,95,150
