img_id,pg_id,blood,blood_id,blood_name
493802,CHN2016-17-0059173已售,胡本,15-17-0028923|2016-17-0059173|B00-6156137|B00-6156138|B01-6255239|B01-6255263|B02-6091694|B02-6091707|B03-6266091|B03-6266229|B04-6276670|B04-6463772|B05-6166278|B05-6166391|B05-6166439|B05-6166521|B06-6267074|B90-6277397|B94-6214211|B96-3121904|B98-6210287|B98-6594049|B99-6143594|B99-6143595,胡本
493805,CHN15-17-0028923不出售,胡本,15-17-0028923|2016-17-0059173|B00-6156137|B00-6156138|B01-6255239|B01-6255263|B02-6091694|B02-6091707|B03-6266091|B03-6266229|B04-6276670|B04-6463772|B05-6166278|B05-6166391|B05-6166439|B05-6166521|B06-6267074|B90-6277397|B94-6214211|B96-3121904|B98-6210287|B98-6594049|B99-6143594|B99-6143595,胡本
493875,B10-6038233,胡本原舍,B10-6038233,胡本原舍
493908,,,2011-01-13900,
493909,,,2011-01-13900,
493958,,,2016-22-1980722|2016-22-1980729,
494040,,,10-17-243238|13-17-209715,
494044,,,14-17-226974|15-17-0239905,
494047,,,11-17-182029|15-17-0171530,
494049,,,15-17-0239818|15-17-0239937,
494052,,,11-17-182016|15-17-0239874,
494053,,,11-17-182352|13-17-209894,
494054,,,11-17-182337|12-17-169685,
494058,,,11-17-182037|12-17-278357,
494217,B2013-6220851,健将,B11-6174516|B11-6177331,健将
494285,B2011-6177331,健将,B06-6086604|B08-6112844,健将
494286,CHN2013-01-858012,健将,2012-01-858135|B11-6174516,健将
494436,2016-11-0245510,【詹森小火箭】,2016-11-0245510,【詹森小火箭】
494437,CHN16-26-0090816,米卫X盖比X速霸龙,16-26-0090816,米卫X盖比X速霸龙
494464,B14-2128137,利奥原舍x比利时4关鸽王超白号,B07-5050208|B09-5154104|B12-5029018|B12-6123556|B12-6321646|B13-5096149|B14-2128137,利奥原舍x比利时4关鸽王超白号
494608,B14-3067287,,B15-3067287,
494780,,,2007-06-211203|BLG2001-6153503|BLG2005-6338438,
494813,,,2009-09-192812|2011-09-313669|2013-19-093018|2014-19-254254|2016-19-0194578|B02-4064520|B03-4135782|B06-4371192|B07-4081813|B07-4373200|B08-4130304|B08-4351119|B10-4095160|B2007-6363493|B2008-4130473|B2009-4335736|B2009-4335758|B2010-4095295,
494819,B16-6031672,乔斯.乔森,B02-6051523|B04-6208086|B04-6208161|B07-6140214|B11-6289620|B14-6175955|B16-6031672|B85-6392475|B89-6362716|B95-6536121|B96-6100120|B96-6100293|B97-6101055|B99-6082235,乔斯.乔森
494821,16-01-0516356,哈迪克鲁格X咆哮,2011-01-050787|2011-01-995348|2014-01-295006,哈迪克鲁格X咆哮
494839,CHN2010-06-255800,超级金球幕利门,2007-06-015618|2008-06-041688|2010-06-255800,超级金球幕利门
494989,CHN2012-01-111711,东方不败,09-01-670388|2012-01-111711|99-09-006143,东方不败
49506,NL09-1204111,荷蘭尼克.范諾登作翔,2012-08-030982|2014-08-348279|2015-08-0040239|N01-5151021|N03-1135208|N05-5514315|N97-1553342,荷蘭尼克.范諾登作翔
49507,NL09-1204062,荷蘭尼克.范諾登作出,2012-08-030982|2014-08-348279|2015-08-0040239|N01-5151021|N03-1135208|N05-5514315|N97-1553342,荷蘭尼克.范諾登作出
49512,NL03-4242657,荷蘭長距離賀爾曼.布林克曼,2010-08-278234|2011-08-092221|2011-08-092286|2012-08-030998|2013-08-150370|2013-08-150371|2014-08-348019|2014-08-348020|2015-08-0040033|2016-08-0009023|2016-08-0009024|2016-08-0009040|2018-08-0077123|3014-08-348371|N03-4242657,荷蘭長距離賀爾曼.布林克曼
49514,DV06720-07-729,P.+H.P.Brockamp德國布洛坎普父子,2011-08-092282|2012-08-081330|B99-4528985,P.+H.P.Brockamp德國布洛坎普父子
495243,2016-03-0696316,戈玛力×彼德.曼德斯,2010-03-185528|2011-03-881023|2012-03-818469|2014-03-099083|2014-03-099125|2014-03-099348|2014-03-099517|2014-03-099596|2015-03-1099425|N2006-1160710|N2006-1160796,戈玛力×彼德.曼德斯
495300,2016-17-0199696,超级73X099之女,14-17-226838,超级73X099之女
495325,2053020-99,瓦特,2011-01-13900,瓦特
49542,,,2000-09-221806|2000-142457|2001-09-022253|2001-09-023730|2004-09-008573|2004-09-019503|2004-09-160852|2005-09-023258|2007-09-329203|2008-09-368136|2015-19-0284048|T2000-256871,
495732,2016-03-0696352,爱亚卡普詹森X胡本,2011-03-881088|2012-03-818329|2012-03-819899|2013-03-873910|2014-03-099140,爱亚卡普詹森X胡本
495734,2016-03-0696562,爱亚卡普詹森X阿波罗,2006-03-336348|2007-03-130267|2007-03-618831|2007-03-618886|2008-03-066558|2008-03-066681|2010-03-188879|2013-04-210369|2016-03-0696562,爱亚卡普詹森X阿波罗
495775,2015-B-3025337,盖比,B06-3008013|B07-1274303|B07-5060294|B09-5052387|B10-1274215|B12-1274335|B14-3067001|D08857-11-387,盖比
495776,2015-B-3025338,盖比,B06-3008013|B07-1274303|B07-5060294|B09-5052387|B10-1274215|B12-1274335|B14-3067001|D08857-11-387,盖比
495782,16-0400651,,2016-09-0400651,
495847,CHN16-03-1169211,盖比配桑杰士,13-26-028822|B06-3008003|B13-3160860,盖比配桑杰士
495862,BELG2016-1256156,盖比配桑杰士,13-26-028822|B06-3008003|B13-3160860,盖比配桑杰士
495913,2013-26-140000,米卫751X詹森X盖比,1999-50-189872|2001-26-000619|2002-26-186867|2005-03-087606|2006-26-113798|2008-26-227576|2013-26-140000,米卫751X詹森X盖比
495916,2012-26-039111,米卫751X詹森X盖比,1999-50-189872|2001-26-000619|2002-26-186867|2005-03-087606|2006-26-113798|2008-26-227576|2012-26-039111,米卫751X詹森X盖比
495924,2012-26-039166,米卫751X詹森X盖比,1999-50-189872|2001-26-000619|2002-26-186867|2005-03-087606|2006-26-113798|2008-26-227576|2012-26-039166,米卫751X詹森X盖比
495927,2013-26-266777,米卫751X詹森X盖比,1999-50-189872|2001-26-000619|2002-26-186867|2005-03-087606|2006-26-113798|2008-26-227576|2013-26-266777,米卫751X詹森X盖比
495953,2011-26-286976,米卫751X詹森X盖比,1999-50-189872|2001-26-000619|2002-26-186867|2005-03-087606|2006-26-113798|2008-26-227576|2011-26-286976,米卫751X詹森X盖比
496051,BELG2010-5170664,,B47-4207842|N91-1122331,
496052,BELG2010-5170632,,B47-4207842|N91-1122331,
496083,2016-08-0095003,100%乔斯托内拿破仑,B04-5206815,100%乔斯托内拿破仑
496084,2016-08-0095165,100%乔斯托内拿破仑,B04-5206815,100%乔斯托内拿破仑
496125,●▲.2016-01-0190523..,林波尔.瓦特,2006-08-007087|2007-08-020999|2009-08-079089|2013-01-1177071|2013-01-654057|2013-01-660328|2013-01-914803|2014-08-072010|2016-01-0190523|2016-01-0561958|2016-01-1087802,林波尔.瓦特
496331,CHN16-03-1169423,奶酪小子配盖比,15-03-1307231|BLG13-3160860|BLG2012-6307262,奶酪小子配盖比
496369,2016-08-0095081,100%乔斯托内拿破仑,2011-08-092861,100%乔斯托内拿破仑
496380,2016-08-0095644,100%乔斯托内拿破仑,2011-08-116714,100%乔斯托内拿破仑
496381,2016-08-0095608,100%乔斯托内拿破仑,2011-08-116714,100%乔斯托内拿破仑
496405,2016-08-0095602,100%乔斯托内拿破仑,B00-5234619|B06-5150745,100%乔斯托内拿破仑
496407,2016-08-0095049,100%乔斯托内拿破仑,B00-5234619|B06-5150745,100%乔斯托内拿破仑
496411,2016-08-0095139,100%乔斯托内拿破仑,2011-08-092861,100%乔斯托内拿破仑
496412,2016-08-0095138,100%乔斯托内拿破仑,2011-08-092861,100%乔斯托内拿破仑
496436,2016-03-0696484,爱亚卡普“指挥官”,2007-03-009698|2008-03-818870|2010-03-188037|2012-03-818195,爱亚卡普“指挥官”
496453,2016-08-0095159,100%乔斯托内拿破仑,B04-5206815,100%乔斯托内拿破仑
496454,2016-08-0095676,100%乔斯托内拿破仑,B04-5206815,100%乔斯托内拿破仑
496455,2016-08-0095676,100%乔斯托内拿破仑,B04-5206815,100%乔斯托内拿破仑
496475,B2012-6225242,,B01-6153558|B01-6153998|B03-6226043|B04-6231730|B05-6221006|B06-6154774|B08-6245136|B08-6245182|B2012-6225242|B86-6616231|B88-6163562|B90-6237584|B93-5188111|B94-6495178|B95-6508036|B97-6362248|B98-6396417|B98-6396560|B99-6151734,
496488,B2011-2205648,胡本,B00-6156070|B00-6156179|B00-6156340|B01-6255051|B01-6255055|B01-6255061|B01-6255263|B02-6091479|B02-6091493|B02-6091494|B02-6384457|B03-2251106|B03-6266072|B03-6266353|B04-6276547|B06-2094541|B2011-2205648|B82-6380170|B82-6380346|B83-6376406|B83-6376407|B85-6163028|B85-6163029|B85-6723560|B86-6271104|B87-2297197|B87-6697608|B88-6318700|B90-6228554|B90-6277376|B90-6277377|B90-6277397|B90-6277606|B90-6669134|B91-6398026|B92-6074311|B92-6074328|B92-6074410|B92-6074426|B92-6673402|B93-6228508|B93-6228515|B93-6228543|B93-6228670|B94-6214447|B95-6230607|B95-6230638|B95-6649143|B96-3121913|B97-6165828|B98-6210282|B98-6210283|B98-6210287|B98-6210288|B98-6594064|B99-6143594|B99-6143595|B99-6143668|B99-6143677|B99-6143733|B99-6143862|B99-6143867|B99-6143928,胡本
496495,B2007-2103571,胡本,B00-6156070|B00-6156179|B00-6156340|B01-6255051|B01-6255061|B01-6255263|B01-9053028|B02-6091479|B02-6091493|B02-6091494|B02-6384457|B03-2251106|B03-6266072|B03-6266353|B03-9007138|B06-9103033|B2007-2103571|B82-6380170|B82-6380346|B83-6376406|B83-6376407|B85-6163028|B85-6163029|B85-6723560|B86-6271104|B87-2297197|B87-6697608|B88-6318700|B90-6228554|B90-6277376|B90-6277377|B90-6277397|B90-6277606|B90-6669134|B91-6398026|B92-6074311|B92-6074328|B92-6074410|B92-6074426|B92-6673402|B93-6228508|B93-6228515|B93-6228670|B94-6214447|B94-9080023|B95-6230607|B95-6230638|B95-9034130|B95-9171716|B96-3121913|B96-9094211|B97-6165828|B97-9129061|B98-6210282|B98-6210283|B98-6210287|B98-6210288|B98-6594064|B99-6143594|B99-6143595|B99-6143668|B99-6143677|B99-6143733|B99-6143928,胡本
496499,B2009-6301950,凡龙,B00-6548780|B04-6467302|B2009-6301950|B91-6685040|B93-6491172|B93-6681396|B97-6270490,凡龙
496509,B2009-6301955,凡龙,B02-6366788|B02-6499857|B04-6369313|B2009-6301955|B95-6316476|B95-6316522|B95-6637008|B99-6185683,凡龙
496514,B2009-6301961,凡龙,B01-6262975|B2009-6301961|B92-6606146|B93-6681316|B94-6434010|B97-6270490|B99-6552439,凡龙
496519,B2007-6385478,凡龙,B03-6467331|B2007-6385478|B94-6434988|B95-6316476|B95-6316522|B95-6637008|B96-6445235,凡龙
496520,B2009-6301956,凡龙,B01-6519919|B02-6298957|B04-6369209|B2009-6301956|B95-6316539|B96-6406776|B96-6490451,凡龙
496526,B2012-2177739,,B00-9046935|B01-5027754|B02-802718505|B02-9005216|B06-802879611|B06-8030517|B09-8007453|B2012-2177739|B93-8020880|B97-2222852|B97-5193469|B98-9159660,
496885,B2014-2072904,福雷迪,17-12-0423883|B06-5046488|B06-5100892|B2014-2072904,福雷迪
496907,B10-4284708,伊天·梅尔浪,B00-3127222|B00-3256861|B00-3274201|B01-4056720|B09-4303095|B10-4284708|N01-0127632,伊天·梅尔浪
496910,B2015-6052042,福洛恩格斯,B11-6261383|B11-6261599|B2015-6052042,福洛恩格斯
496946,BELG2010-3180199,乔治波里,BLG2001-3203386|BLG2002-3248855|BLG2007-3201208|BLG2007-3201230|BLG2009-3065890|BLG2009-3130822|BLG2010-3180199,乔治波里
496949,,,2014-30-040316|B03-6437317|B07-6140081|B08-6232535|B85-6392475|B86-6377962|B89-6679050|B96-6100246,
496956,,,B03-6437317|B05-6306292|B07-6140081|B07-6140214|B08-6232535|B09-6240930|B10-3124113|B12-6195943|B12-6246493|B16-6031698|B85-6392475|B86-6377962|B89-6679050|B96-6100246,
496963,BEL2011-3175272,乔治波里,BLG2001-3003349|BLG2002-3037279|BLG2003-3053071|BLG2005-3064176|BLG2009-3065814|BLG2010-3183690|BLG2011-3175272,乔治波里
496967,BELG2010-3014098,乔治波里,BLG1995-3271110|BLG1997-3247315|BLG2000-3001414|BLG2001-3045088|BLG2002-3037213|BLG2003-3053168|BLG2010-3014098,乔治波里
496975,BELG2011-3175268,乔治波里,BLG1998-3004227|BLG1998-3282754|BLG2002-3037204|BLG2003-3238431|BLG2005-3064207|BLG2009-3065819|BLG2011-3175268,乔治波里
496978,BELG2012-3032555,乔治波里,BLG1996-3100108|BLG1999-3172050|BLG2001-3003349|BLG2001-3235145|BLG2001-3235147|BLG2002-3037279|BLG2012-3032555,乔治波里
496991,BELG2010-3180181,乔治波里,BLG1998-3004227|BLG1998-3282754|BLG2002-3037204|BLG2003-3238431|BLG2005-3064207|BLG2009-3065819|BLG2010-3180181,乔治波里
497001,BELG2009-3065826,乔治波里,BLG1995-3271110|BLG1997-3247315|BLG2000-3001414|BLG2001-3045088|BLG2002-3037213|BLG2003-3053168|BLG2009-3065826,乔治波里
497140,CHN2016-17-0059184已售,,2011-12-320073|2012-02-001381100|2012-12-039005|2015-12-0004019|2016-17-0059184|B03-3241937|B05-2143070|B06-2082098|B09-2054247|B92-2198165|B98-6084339|B99-2036308,
497144,CHN2016-17-0059153已售,乔斯.乔森,2016-17-0059153|B02-6051523|B03-6437345|B04-6208100|B06-6414603|B07-6140038|B07-6140179|B10-6217260|B13-6311639|B14-6265916|B14-6306268|B97-6101055,乔斯.乔森
497160,2012-01-389937,,2003-01-463162|2004-01-232720|2012-01-389937,
497163,B2016-2063336,福雷迪,17-12-0423820|18-12-0380316|18-12-0380317|18-12-0440437|B06-5100892|B15-2296654|B2016-2063336,福雷迪
497165,16-01-1339767,,2016-01-1339767|2016-01-1688686,
497200,BELG2012-3032590,乔治波里,BLG2003-3183697|BLG2003-3238431|BLG2004-3045934|BLG2007-3201208|BLG2009-3065819|BLG2010-3180182|BLG2012-3032590,乔治波里
497208,BELG2010-3014032,乔治波里,B98-3304803|BLG2001-3149604|BLG2001-3235145|BLG2001-3235147|BLG2002-3037279|BLG2005-3064144|BLG2006-3071525,乔治波里
497215,BELG2009-3065879,乔治波里,BLG1997-3244719|BLG2002-3034288|BLG2003-3238431|BLG2004-3045934|BLG2007-3095288|BLG2009-3065879,乔治波里
497223,CHN2016-06-0672381,飞戈X金伟鱼行“百万将军血系”,12-06-209210|15-06-0367614|2013-06-196809|2016-06-0672381,飞戈X金伟鱼行“百万将军血系”
497230,BELG2012-3161984,乔治波里,BLG1997-3244719|BLG2002-3037204|BLG2003-3238431|BLG2005-3064207|BLG2007-3095288|BLG2009-3065814|BLG2012-3161984,乔治波里
497239,BELG2016-1256220,盖比配桑杰士,13-26-028822|B06-3008003|B13-3056024|B13-3160860,盖比配桑杰士
497242,●▲.2016-01-0190666.,【鲁道.克拉森】-瓦特钻石王,2007-01-402381|2008-01-063542|2009-01-891101|2011-01-1000168|2012-08-080000|2013-01-400030|2013-01-660329|2013-01-661476|2013-01-663309|2013-01-663313|2013-01-663314|2013-01-663316|2014-01-03402|2014-01-03403|2014-01-03410|2014-01-312712|2014-01-312788|2014-01-686643|2015-01-0006519|2015-01-0322|2015-01-0820504|2015-01-0820539|2015-01-0820540|2015-01-0820566|2016-01-0190555|2016-01-0190557|2016-01-0190558|2016-01-0190619|2016-01-0190628|2016-01-0190660|2016-01-0190666|2017-01-1363064|N09-1181388|N10-1678380|N11-1733420|N12-1609168|N2003-1272712|N2007-1936832|N2012-1609071,【鲁道.克拉森】-瓦特钻石王
497260,NL2007-5718815雄,鸽友通:,B84-6161077|B86-6320969|B91-6686787,鸽友通:
497281,,,2010-13-090801,
497285,CHN2016-06-0671529,波西瓦X飞戈,2011-06-310124|2011-06-310125|2013-06-030119|2014-06-167337|2014-06-167424|2014-06-167435|2014-06-167439|2015-06-0367582|2016-06-0671150|2016-06-0671529|N08-1548954|N08-1548996,波西瓦X飞戈
497337,CHN2016-06-0672389,金伟鱼行“百万将军”血系配“飞戈”血系,09-06-130725|09-06-174615|10-06-041044|10-06-042278|11-06-167307|11-06-167617|11-06-167627|11-06-167831|11-06-167929|11-32-512769|11-32-512770|12-06-209202|12-06-209208|12-06-209210|12-06-209268|12-06-209277|12-06-209428|12-06-209535|12-06-209536|12-06-209737|12-06-209738|12-06-209743|12-06-209758|12-32-538150|13-06-169621|13-06-196289|13-06-196997|13-06-196998|13-06-196999|14-06-167008|14-06-167190|14-06-167269|14-06-167270|14-06-167875|14-06-167876|15-06-0367030|15-06-0367551|2014-06-167508|2015-06-0367468|2016-06-0672389|B2009-3172925|B2010-6052136,金伟鱼行“百万将军”血系配“飞戈”血系
497663,2015-03-0495165,白雪公主,2017-03-0869407,白雪公主
497672,2016-03-0063304,白雪公主,2016-03-00633042017|2017-03-0869408,白雪公主
497675,2016-03-0063310,白雪公主,2016-03-0063310|2017-03-0869408,白雪公主
497773,CHN2016-32-0555826,电脑戈马力x德拉帕,11-12-261809|B04-2211623|B06-2082218|B09-2054094|D01769-07-1299|D01769-10-1257,电脑戈马力x德拉帕
497775,CHN2016-32-0555827,电脑戈马力x德拉帕,11-12-261809|B04-2211623|B06-2082218|B09-2054094|D01769-07-1299|D01769-10-1257,电脑戈马力x德拉帕
497776,CHN2016-32-0555828,,08-12-125513|11-12-261809|13-12-08893413|13-12-101945|B02-5061014|B09-2054094,
497790,16-03-0189338,,09-06-203529|09-06-203558|11-06-401258|12-06-208578|13-06-305111|14-06-161369,
497792,16-03-0174557,,09-06-203529|09-06-203558|11-06-401288|11-06-401396|13-06-182960|14-06-540111,
497794,16-03-0189331,,09-06-203553|11-06-177000|11-06-401398|11-06-401399|12-06-208513|13-06-182968,
497795,16-03-0189335,,10-06-415502|12-06-004007|13-06-305333|13-06-305888|14-32-197229|15-06-3388110,
497796,16-03-0174556,,09-06-203529|09-06-203558|10-06-415556|14-06-524111,
497831,,詹森麦克斯*詹森黑珍珠,2014-08-060906|2017-08-0138882|B02-9145352|B03-9053662|B07-9064805|B96-6376197|B96-9014081|B96-9014546|B96-9196947|B97-6330086|B97-9071131|N1999-1870691|N88-5870500|N91-1839980|N91-2954618|N91-4167271|N91-5055674|N94-1092767|N94-2527975|N98-1327146|N98-9821108,詹森麦克斯*詹森黑珍珠
497861,2016-08-0260024,,2011-08-313511|2012-08-020452|2016-08-0260024,
497965,,,2012-17-112944,
498048,,,B08-5165495|B10-2197916|B12-2191301,
498071,,,N07-1430766,
498072,,,N07-1430769,
498091,0380964,琥珀家族,2016-12-0380964,琥珀家族
498187,2016-08-0009003,钢针家族,2016-08-0009003,钢针家族
498192,B2010-2137074,“路易斯”X“乔安娜”,B2000-2394434|B2005-2062059|B2005-2257311|B2005-2257352|B2006-2042512|B2008-2110294|B2010-2137074,“路易斯”X“乔安娜”
498199,CHN2016-01-0296215,“小火石”X“推土机玉女”,2016-01-0296215|N2003-1135475|N2006-2162253|N2008-1537203|N2009-1186313|N2011-1740912|N2013-1239323,“小火石”X“推土机玉女”
498204,CHN2011-01-575699,“黑鹰悍将”X“银河Ⅱ号”,2005-01-502380|2008-01-968616|2009-01-981112|2011-01-575699|B1998-2398266|B2001-2335676|B2007-5067344,“黑鹰悍将”X“银河Ⅱ号”
498206,CHN2011-01-469262,,2006-01-020578|2009-01-222586|2009-01-803709|2011-01-469262|B1998-2398266|B2003-5071602,
498207,NL2009-1723804,鸽友通:,N01-1729450|N99-5915589,鸽友通:
498208,CHN2011-01-469855,“黑鹰美眉”直女,2007-01-480762|2008-01-968609|2011-01-469855|B1998-2398266|B2003-5071602,“黑鹰美眉”直女
498211,NL2008-5825877,鸽友通:,B90-6306873|B98-6278019|N01-1305399|N03-2317086|N94-1229141|N94-2775777,鸽友通:
498214,NL2011-2017497,鸽友通:,N03-1891200|N03-2317655,鸽友通:
498215,NL2008-1078545,鸽友通:,N01-1305399|N03-1891200|N03-2137085|N94-2775777|N96-1607140,鸽友通:
498239,NL2005-1432006,鸽友通:,B84-6161077|B86-6320969|B90-6306873|B91-6686787|B98-6278019,鸽友通:
498241,CHN14-16-000582,鸽友通:,N00-1495289|N01-1305399|N02-1088162|N03-2317086|N08-2138303|N08-5825877,鸽友通:
498243,NL2005-2082804,鸽友通:,B84-6161077|B86-6320969|B91-6227455|B91-6686787|N93-1963109|N98-2118444,鸽友通:
498261,2016-03-0697215,凡戴克所向无敌,2008-03-065281|2011-03-103875,凡戴克所向无敌
498262,2016-03-0753558,,2010-03-189630|2013-03-873238,
498268,2016-03-0696163,爱亚卡普“指挥官”,2007-03-009698|2010-03-188027|2014-03-099348|2014-03-099517|2014-03-099596|2014-05-286831|2015-03-1099275|N2003-1434889,爱亚卡普“指挥官”
498278,2016-03-0696283,凡德.普拉斯,2010-03-188191|2011-03-018099|2012-03-818329|2013-03-883163|2014-03-099527|2015-03-1098988|2015-03-1099018|B2005-6158176,凡德.普拉斯
498308,,,14-01-971012|B02-6354241|B06-6407360|B10-6143153|B11-8007344|B98-6158637,
498397,2016-03-0063333,白雪公主,2017-03-0869405|2017-03-0881355,白雪公主
498453,2016-03-0696218,,2004-03-088010|2012-03-808108|2013-03-883102|2013-03-883116|2013-03-883265|2013-03-883573|2014-03-099051|2014-03-099433|2014-03-099537|2014-03-099574|2015-03-1099994,
498457,2016-03-0696002,,2013-03-873910|2014-03-099140|2015-03-1093876|2015-03-1099440,
498459,2016-03-0696197,,2012-03-808108|2013-03-883163|2013-03-883573|2014-03-099348|2014-03-099517|2014-03-099527|2014-03-099596|2014-05-286831,
498502,2016-03-0747718,,2006-03-481858|2012-03-805900,
498503,2016-03-0697208,戈玛力,2014-03-1285439|2015-03-1132846,戈玛力
498519,2011-01-689480,桑杰士,2002-01-218464|2006-01-181434|2011-01-689480,桑杰士
498546,2016-05-0760808,胡本,2014-05-829513,胡本
498576,2016-11-0368709,桑杰士配速霸龙,2012-11-015539|2013-11-031636|2013-11-032565|2014-11-085304|2016-11-0368709|2016-11-0368710|D01063-14-710,桑杰士配速霸龙
498716,CHN15-03-1307231,盖比配桑杰士,13-26-028822|B06-3008003|B13-3056024|B13-3160860,盖比配桑杰士
498764,2006-03-417122,胡本,02-03-060030|2002-03-388893|2004-03-333123|BLG2000-2408355|BLG97-6165787|BLG98-2443219|BLG99-5128024,胡本
498830,2014-12-121521,智者869直子X乔斯、佛卡门,2007-10-272029|B11-6282095,智者869直子X乔斯、佛卡门
498925,2014-12-003525,苍白骑士直子X智者869直女,2001-10-466276|2008-10-541186|2010-10-554184|B95-2363131|N91-1122331|N96-9614869,苍白骑士直子X智者869直女
498950,NL2009-1815399,鸽友通:,B91-6686787|N03-1891199,鸽友通:
499018,CHN16-11-056671,银影,16-11-056671|2012-11-071285|2014-09-536319|2014-09-536320|2014-19-313330,银影
499036,T2007-35840,桑杰士闪电金童近亲直孙女,B85-6580821|B86-6483070|B90-6401760,桑杰士闪电金童近亲直孙女
499039,CHN08-06-109333,,B85-6580821,
499040,CHN13-06-330026,桑杰士闪电金童近亲直孙,11-06-091888|13-06-330026|1997-295975|B85-6580821|B90-6401760,桑杰士闪电金童近亲直孙
499083,2016-03-0063353,白雪公主,2016-03-0056024|2016-03-0063353|2017-03-0869407,白雪公主
499084,2016-03-0063354,白雪公主,2015-03-0495163,白雪公主
499088,CHN04-16-000179,鸽友通:,B95-6274403|N88-1104127|N90-2919438|N96-1037729|N99-1759317|N99-2190219,鸽友通:
499089,CHN03-16-000251,鸽友通:,B95-6274403|N88-1104127|N90-2919438|N96-1037729|N99-1759317|N99-2190219,鸽友通:
499091,2016-16-0242212,,2008-32-305188|B05-6069350|B08-6169255|N05-1473683,
499136,CHN10-16-000532,鸽友通:,04-16-000180|N00-1383391,鸽友通:
499139,NL2008-5825355,鸽友通:,N01-1707607|N03-1891199,鸽友通:
499153,CHN10-16-000588,鸽友通:,04-16-000180|N00-1383391,鸽友通:
499180,,,2012-08-020156,
499269,CHN12-16-000507,鸽友通:,N00-1495289|N01-1305399|N02-1088162|N03-2317086|N08-2138303|N08-5625877,鸽友通:
499272,CHN2010-16-000548,鸽友通:,2004-16-000180|N00-1383391,鸽友通:
499350,2016-03-0924442,詹森919X林波尔X戈玛丽,2014-32-107885,詹森919X林波尔X戈玛丽
499419,2016-17-294414,,2005-19-106949|2006-17-000612|N1997-1863290|N2000-2283519,
499517,,奶酪,B02-6183100|B03-6108024|B07-6385738,奶酪
499524,,奶酪,B03-6257098,奶酪
49961,BELG02-6091439,胡本,BLG02-6091439,胡本
499639,2016-03-1325881,,07-03-003355|2006-03-495515|B98-2214442|BLG00-2408355|BLG86-6260314|BLG91-5320214|BLG91-6371155|BLG93-2053658|BLG98-221442|BLG99-5105556|BLG99-5128024|N94-9402390,
499643,2016-03-1325882,,07-03-003355|2006-03-495515|B98-2214442|BLG00-2408355|BLG86-6260314|BLG91-5320214|BLG91-6371155|BLG93-2053658|BLG98-221442|BLG99-5105556|BLG99-5128024|N94-9402390,
499654,2016-420048,,07-03-003355|2006-03-003333|2006-03-495515|2014-01-044485|2014-03-1143313|2015-03-0011151,
499665,2016-03-1325227,东方不败X金牌355直女,07-03-003355|2006-03-003333|2006-03-495515|2014-01-044485|2014-03-1143313|2015-03-0011151,东方不败X金牌355直女
499681,2016-03-1227661,,02-03-060030|2002-03-388893|2004-03-333123|2006-03-417122|BLG2000-2408355|BLG97-6165787|BLG98-2443219|BLG99-5128024|N00-2188335|N02-1835857|N03-1325543|N05-1575701|N07-1981760|N10-1840480|N99-1106858,
499701,2016-03-1349990,,07-03-003355|2006-03-003333|2006-03-495515|2014-01-044485|2014-03-1143313|2015-03-0011151,
499807,,凡龙詹森*贝壳詹森,2001-008280,凡龙詹森*贝壳詹森
499863,,,2001-008280,
499872,NL2009-1815422,鸽友通:,N03-1279499|N08-3853556,鸽友通:
499874,NL2009-1815209,鸽友通:,N04-2189800|N06-1313195,鸽友通:
499879,NL2009-5914088,鸽友通:,N04-2189483|N05-1533329,鸽友通:
499881,NL2008-2138480,鸽友通:,N03-1279499|N06-1313160,鸽友通:
499884,NL2010-5016223,鸽友通:,N04-2189800|N09-3958648,鸽友通:
499885,NL2010-2055196,鸽友通:,N04-2189800|N09-3958648,鸽友通:
499910,NL2008-4132888,鸽友通:,N96-1007047,鸽友通:
500093,B05-5098659,速霸龙,B00-5150456|B03-5241862|B1994-4407032|B80-4733093|B88-4426810|B92-6451510|BLG2005-5098659,速霸龙
500178,2016-17-0040119,福雷迪·范西,B01-4383204,福雷迪·范西
500251,B16-2147738,考夫曼,B13-2044501|B98-6593456|N03-1731842|N03-2324499|N03-4774409|N98-5821416,考夫曼
500318,CHN10-080011,,B1991-732191|B85-6580821|B88-6127029|B90-2371949|T1997-295658|T1997-295744,
500394,2014-03-1143328,,09-03-829001|2002-03-388893|2004-03-333123,
500399,2013-03-1143088,,09-03-829001|2002-03-388893|2004-03-333123|2009-01-835368|2010-010708|2011-01-798975|BLG07-2228212,
500408,2016-03-1611146,胡本近亲,2002-03-388893|2004-03-333123|2004-03-333328|2005-03-333222|2005-33-047280|2008-33-057859|2009-03-829005|2011-03-440477,胡本近亲
500437,B15-2313186,考夫曼,B98-6593456|N03-4774409|N98-5821416,考夫曼
500447,2014-03-1143331,胡本,11-03-422188|2011-01-003348|2011-01-1000140|2011-03-440477|2012-01-1242714|2012-01-179864|2013-03-1152785,胡本
500600,2008-01-710680,詹森,N03-1031247|N07-1730782|N65-1384946,詹森
500690,16-02-0440844,,16-02-0440844,
500796,2016-08-0222657,,2016-08-0222657,
